Name,Top Shelf,Unlock 3,Unlock 6,Unlock 8,Middle Shelf
Pink Sneeker,,,,,Madrid Drive
Pink Sneeker,,,,,Maple Treeway
Pink Sneeker,,,,,Mario Circuit 1R
Pink Sneeker,,,,,Mario Circuit 2T
Pink Sneeker,,,,,Mario Raceway R/T
Pink Sneeker,,,,,Moonview Highway T
Pink Sneeker,,,,,Mushroom Bridge R/T
Pink Sneeker,,,,,Mushroom Gorge R/T
Pink Sneeker,,,,,New York Minute
Pink Sneeker,,,,,New York Minute 2T
Pink Sneeker,,,,,New York Minute 3T
Pink Sneeker,,,,,Ninja Hideaway
Pink Sneeker,,,,,Paris Promenade R
Pink Sneeker,,,,,Peach Gardens R
Pink Sneeker,,,,,Peach Gardens T
Pink Sneeker,,,,,Piranha Plant Slide
Pink Sneeker,,,,,Piranha Plant Slide T
Pink Sneeker,,,,,Riverside Park R/T
Pink Sneeker,,,,,RMX Bowser's Castle 1R/T
Pink Sneeker,,,,,RMX Vanilla Lake 2R/T
Pink Sneeker,,,,,Royal Raceway
Pink Sneeker,,,,,Royal Raceway T
Pink Sneeker,,,,,Shroom Ridge
Pink Sneeker,,,,,Sky-High Sundae R/T
Pink Sneeker,,,,,SNES Rainbow Road
Pink Sneeker,,,,,SNES Rainbow Road R/T
Pink Sneeker,,,,,Snow Land R
Pink Sneeker,,,,,Snow Land T
Pink Sneeker,,,,,Sunset Wilds
Pink Sneeker,,,,,Sydney Sprint 2R/T
Pink Sneeker,,,,,Tokyo Blur 2R/T
Pink Sneeker,,,,,Tokyo Blur 2T
Pink Sneeker,,,,,Vancouver Velocity 3R
Pink Sneeker,,,,,Vancouver Velocity R/T
Pink Sneeker,,,,,Waluigi Pinball T
Pink Sneeker,,,,,Wii Rainbow Road
Pink Sneeker,,,,,Wii Rainbow Road R
Pink Sneeker,,,,,Yoshi's Island T
Pink Speeder,,,,Peach Gardens R/T,
Pink Speeder,,,Amsterdam Drift 3T,,
Pink Speeder,,,Riverside Park R,,
Pink Speeder,,3DS Mario Circuit R/T,,,
Pink Speeder,,Royal Raceway R,,,
Pink Speeder,Amsterdam Drift 3,,,,
Pink Speeder,Amsterdam Drift R/T,,,,
Pink Speeder,Athens Dash 2R/T,,,,
Pink Speeder,Baby Park R/T,,,,
Pink Speeder,Bangkok Rush 2,,,,
Pink Speeder,Bangkok Rush 2T,,,,
Pink Speeder,Bangkok Rush 3R,,,,
Pink Speeder,Bowser Castle 3,,,,
Pink Speeder,Bowser Castle 3T,,,,
Pink Speeder,Daisy Cruiser R/T,,,,
Pink Speeder,Daisy Hills R,,,,
Pink Speeder,DK Mountain R,,,,
Pink Speeder,Donut Plains 3R/T,,,,
Pink Speeder,Dry Dry Ruins,,,,
Pink Speeder,DS Mario Circuit,,,,
Pink Speeder,Madrid Drive 2T,,,,
Pink Speeder,Madrid Drive T,,,,
Pink Speeder,Mario Circuit 3,,,,
Pink Speeder,Mario Raceway R/T,,,,
Pink Speeder,Merry Mountain R/T,,,,
Pink Speeder,Mushroom Bridge R/T,,,,
Pink Speeder,Mushroom Gorge R/T,,,,
Pink Speeder,New York Minute,,,,
Pink Speeder,New York Minute 2T,,,,
Pink Speeder,Paris Promenade 2,,,,
Pink Speeder,Paris Promenade B,,,,
Pink Speeder,Peach Circuit R,,,,
Pink Speeder,Peach Circuit T,,,,
Pink Speeder,Peach Gardens T,,,,
Pink Speeder,Piranha Plant Pipeline R,,,,
Pink Speeder,Riverside Park,,,,
Pink Speeder,Riverside Park R/T,,,,
Pink Speeder,RMX Rainbow Road 2,,,,
Pink Speeder,RMX Vanilla Lake 2R,,,,
Pink Speeder,RMX Vanilla Lake 2T,,,,
Pink Speeder,Rome Avanti 2R,,,,
Pink Speeder,Royal Raceway,,,,
Pink Speeder,Shroom Ridge R/T,,,,
Pink Speeder,SNES Rainbow Road,,,,
Pink Speeder,Snow Land R,,,,
Pink Speeder,Snow Land T,,,,
Pink Speeder,Sunset Wilds R,,,,
Pink Speeder,Tokyo Blur 3T,,,,
Pink Speeder,Vancouver Velocity 3,,,,
Pink Speeder,Wii Rainbow Road R,,,,
Pink Speeder,Yoshi's Island T,,,,
Pink Speeder,,,,,3DS Mario Circuit R/T
Pink Speeder,,,,,Amsterdam Drift 3R/T
Pink Speeder,,,,,Amsterdam Drift 3T
Pink Speeder,,,,,Amsterdam Drift T
Pink Speeder,,,,,Athens Dash R
Pink Speeder,,,,,Bangkok Rush 2R
Pink Speeder,,,,,Bangkok Rush 3
Pink Speeder,,,,,Bangkok Rush 3R/T
Pink Speeder,,,,,Bowser Castle 3R/T
Pink Speeder,,,,,Bowser's Castle 1
Pink Speeder,,,,,Bowser's Castle 2R
Pink Speeder,,,,,Bowser's Castle 4R
Pink Speeder,,,,,Cheep Cheep Lagoon R/T
Pink Speeder,,,,,Cheep-Cheep Island R/T
Pink Speeder,,,,,Choco Mountain T
Pink Speeder,,,,,Cookie Land
Pink Speeder,,,,,Daisy Hills T
Pink Speeder,,,,,Dry Dry Ruins R
Pink Speeder,,,,,DS Mario Circuit R
Pink Speeder,,,,,DS Mario Circuit T
Pink Speeder,,,,,Madrid Drive 2
Pink Speeder,,,,,Mario Circuit 3R
Pink Speeder,,,,,Mario Raceway T
Pink Speeder,,,,,Merry Mountain T
Pink Speeder,,,,,Mushroom Bridge R
Pink Speeder,,,,,New York Minute 2R/T
Pink Speeder,,,,,New York Minute 3R
Pink Speeder,,,,,New York Minute R
Pink Speeder,,,,,Paris Promenade 2R
Pink Speeder,,,,,Paris Promenade 3R
Pink Speeder,,,,,Paris Promenade R
Pink Speeder,,,,,Peach Gardens
Pink Speeder,,,,,Peach Gardens R/T
Pink Speeder,,,,,Piranha Plant Pipeline R/T
Pink Speeder,,,,,Riverside Park R
Pink Speeder,,,,,RMX Rainbow Road 2R/T
Pink Speeder,,,,,RMX Rainbow Road 2T
Pink Speeder,,,,,RMX Vanilla Lake 2R/T
Pink Speeder,,,,,Rome Avanti 2
Pink Speeder,,,,,Rome Avanti 3R
Pink Speeder,,,,,Royal Raceway R
Pink Speeder,,,,,Shroom Ridge R
Pink Speeder,,,,,Snow Land
Pink Speeder,,,,,Tokyo Blur 3R
Pink Speeder,,,,,Tokyo Blur 3R/T
Pink Speeder,,,,,Vancouver Velocity 3T
Pink Speeder,,,,,Vancouver Velocity T
Pink Speeder,,,,,Vanilla Lake 2R/T
Pink Speeder,,,,,Wii Rainbow Road R/T
Pink Speeder,,,,,Wii Rainbow Road T
Pink Speeder,,,,,Yoshi's Island R
Pink Speeder,,,,,Yoshi's Island R/T
Pink Toad (Pit Crew),,,Ghost Valley 2,,
Pink Toad (Pit Crew),,SNES Rainbow Road,,,
Pink Toad (Pit Crew),3DS Mario Circuit,,,,
Pink Toad (Pit Crew),3DS Rainbow Road R,,,,
Pink Toad (Pit Crew),Amsterdam Drift 2R,,,,
Pink Toad (Pit Crew),Amsterdam Drift 3T,,,,
Pink Toad (Pit Crew),Amsterdam Drift R,,,,
Pink Toad (Pit Crew),Baby Park R/T,,,,
Pink Toad (Pit Crew),Cheep-Cheep Island T,,,,
Pink Toad (Pit Crew),Choco Island 2R,,,,
Pink Toad (Pit Crew),Daisy Hills T,,,,
Pink Toad (Pit Crew),Dino Dino Jungle,,,,
Pink Toad (Pit Crew),DK Summit T,,,,
Pink Toad (Pit Crew),Frappe Snowland T,,,,
Pink Toad (Pit Crew),Madrid Drive 3R,,,,
Pink Toad (Pit Crew),Mario Raceway R,,,,
Pink Toad (Pit Crew),Mushroom Gorge,,,,
Pink Toad (Pit Crew),Neo Bowser City R,,,,
Pink Toad (Pit Crew),Neo Bowser City R/T,,,,
Pink Toad (Pit Crew),New York Minute,,,,
Pink Toad (Pit Crew),Paris Promenade 3T,,,,
Pink Toad (Pit Crew),Peach Gardens,,,,
Pink Toad (Pit Crew),Royal Raceway R,,,,
Pink Toad (Pit Crew),SNES Rainbow Road R/T,,,,
Pink Toad (Pit Crew),Snow Land R,,,,
Pink Toad (Pit Crew),Sunset Wilds R/T,,,,
Pink Toad (Pit Crew),Toad Circuit R,,,,
Pink Toad (Pit Crew),Tokyo Blur 2,,,,
Pink Toad (Pit Crew),Tokyo Blur 3T,,,,
Pink Toad (Pit Crew),Vancouver Velocity R/T,,,,
Pink Toad (Pit Crew),Waluigi Pinball T,,,,
Pink Toad (Pit Crew),Yoshi Circuit,,,,
Pink Toad (Pit Crew),,,,,3DS Mario Circuit R/T
Pink Toad (Pit Crew),,,,,3DS Mario Circuit T
Pink Toad (Pit Crew),,,,,Airship Fortress R
Pink Toad (Pit Crew),,,,,Amsterdam Drift 2
Pink Toad (Pit Crew),,,,,Amsterdam Drift 3
Pink Toad (Pit Crew),,,,,Amsterdam Drift T
Pink Toad (Pit Crew),,,,,Athens Dash
Pink Toad (Pit Crew),,,,,Baby Park
Pink Toad (Pit Crew),,,,,Bowser Castle 3
Pink Toad (Pit Crew),,,,,Bowser's Castle 1R
Pink Toad (Pit Crew),,,,,Bowser's Castle R
Pink Toad (Pit Crew),,,,,Cheep-Cheep Island
Pink Toad (Pit Crew),,,,,Choco Island 2T
Pink Toad (Pit Crew),,,,,Daisy Hills
Pink Toad (Pit Crew),,,,,Daisy Hills R
Pink Toad (Pit Crew),,,,,Dino Dino Jungle T
Pink Toad (Pit Crew),,,,,DK Pass R
Pink Toad (Pit Crew),,,,,DK Summit
Pink Toad (Pit Crew),,,,,Donut Plains 1R
Pink Toad (Pit Crew),,,,,Frappe Snowland R
Pink Toad (Pit Crew),,,,,Ghost Valley 2
Pink Toad (Pit Crew),,,,,Koopa Troopa Beach R
Pink Toad (Pit Crew),,,,,Koopa Troopa Beach R/T
Pink Toad (Pit Crew),,,,,Los Angeles Laps 3
Pink Toad (Pit Crew),,,,,Madrid Drive R
Pink Toad (Pit Crew),,,,,Mario Circuit 1R/T
Pink Toad (Pit Crew),,,,,Mario Circuit 2
Pink Toad (Pit Crew),,,,,Mario Raceway R/T
Pink Toad (Pit Crew),,,,,Moonview Highway R
Pink Toad (Pit Crew),,,,,Mushroom Gorge R
Pink Toad (Pit Crew),,,,,Paris Promenade
Pink Toad (Pit Crew),,,,,Paris Promenade 3R/T
Pink Toad (Pit Crew),,,,,Peach Circuit R/T
Pink Toad (Pit Crew),,,,,Peach Gardens R
Pink Toad (Pit Crew),,,,,Peach Gardens T
Pink Toad (Pit Crew),,,,,Piranha Plant Slide
Pink Toad (Pit Crew),,,,,Piranha Plant Slide R
Pink Toad (Pit Crew),,,,,RMX Vanilla Lake 2R
Pink Toad (Pit Crew),,,,,Rock Rock Mountain
Pink Toad (Pit Crew),,,,,Royal Raceway R/T
Pink Toad (Pit Crew),,,,,Royal Raceway T
Pink Toad (Pit Crew),,,,,Shroom Ridge
Pink Toad (Pit Crew),,,,,Singapore Speedway
Pink Toad (Pit Crew),,,,,Singapore Speedway 3R/T
Pink Toad (Pit Crew),,,,,Singapore Speedway R
Pink Toad (Pit Crew),,,,,Singapore Speedway R/T
Pink Toad (Pit Crew),,,,,Sky-High Sundae T
Pink Toad (Pit Crew),,,,,SNES Rainbow Road
Pink Toad (Pit Crew),,,,,Snow Land R/T
Pink Toad (Pit Crew),,,,,Snow Land T
Pink Toad (Pit Crew),,,,,Squeaky Clean Sprint
Pink Toad (Pit Crew),,,,,Sydney Sprint 2R/T
Pink Toad (Pit Crew),,,,,Toad Circuit R/T
Pink Toad (Pit Crew),,,,,Toad Circuit T
Pink Toad (Pit Crew),,,,,Tokyo Blur 2R/T
Pink Toad (Pit Crew),,,,,Vancouver Velocity
Pink Toad (Pit Crew),,,,,Vancouver Velocity 2R
Pink Toad (Pit Crew),,,,,Vancouver Velocity 3R/T
Pink Toad (Pit Crew),,,,,Waluigi Pinball
Pink Toad (Pit Crew),,,,,Wii Rainbow Road R/T
Pink Toad (Pit Crew),,,,,Yoshi Circuit R/T
Pink Toad (Pit Crew),,,,,Yoshi Valley R/T
Pink Turbo Yoshi,,,Vancouver Velocity 2T,,
Pink Turbo Yoshi,,Vanilla Lake 2T,,,
Pink Turbo Yoshi,Amsterdam Drift 2T,,,,
Pink Turbo Yoshi,Bangkok Rush R/T,,,,
Pink Turbo Yoshi,Cheep Cheep Lagoon,,,,
Pink Turbo Yoshi,Cheep-Cheep Island R,,,,
Pink Turbo Yoshi,Coconut Mall R/T,,,,
Pink Turbo Yoshi,Daisy Hills,,,,
Pink Turbo Yoshi,Dino Dino Jungle R/T,,,,
Pink Turbo Yoshi,DK Summit R/T,,,,
Pink Turbo Yoshi,Donut Plains 1R,,,,
Pink Turbo Yoshi,Donut Plains 3R/T,,,,
Pink Turbo Yoshi,Koopa Cape R,,,,
Pink Turbo Yoshi,Koopa Troopa Beach T,,,,
Pink Turbo Yoshi,Los Angeles Laps 2T,,,,
Pink Turbo Yoshi,Madrid Drive 2R,,,,
Pink Turbo Yoshi,Mario Circuit 1R/T,,,,
Pink Turbo Yoshi,Mario Raceway R,,,,
Pink Turbo Yoshi,Mushroom Gorge T,,,,
Pink Turbo Yoshi,Neo Bowser City,,,,
Pink Turbo Yoshi,New York Minute 2R,,,,
Pink Turbo Yoshi,Paris Promenade 2R/T,,,,
Pink Turbo Yoshi,Paris Promenade 3,,,,
Pink Turbo Yoshi,Paris Promenade R,,,,
Pink Turbo Yoshi,Piranha Plant Pipeline,,,,
Pink Turbo Yoshi,Rosalina's Ice World T,,,,
Pink Turbo Yoshi,Tokyo Blur 3T,,,,
Pink Turbo Yoshi,Vancouver Velocity 2R,,,,
Pink Turbo Yoshi,Vanilla Lake 2R/T,,,,
Pink Turbo Yoshi,Yoshi's Island,,,,
Pink Turbo Yoshi,,,,,3DS Mario Circuit
Pink Turbo Yoshi,,,,,3DS Mario Circuit R/T
Pink Turbo Yoshi,,,,,3DS Mario Circuit T
Pink Turbo Yoshi,,,,,Airship Fortress T
Pink Turbo Yoshi,,,,,Amsterdam Drift 2
Pink Turbo Yoshi,,,,,Bangkok Rush 2
Pink Turbo Yoshi,,,,,Bangkok Rush 2R
Pink Turbo Yoshi,,,,,Bangkok Rush 2T
Pink Turbo Yoshi,,,,,Bangkok Rush T
Pink Turbo Yoshi,,,,,Boo Lake T
Pink Turbo Yoshi,,,,,Bowser's Castle 2R/T
Pink Turbo Yoshi,,,,,Bowser's Castle 4R
Pink Turbo Yoshi,,,,,Cheep Cheep Lagoon R
Pink Turbo Yoshi,,,,,Cheep Cheep Lagoon T
Pink Turbo Yoshi,,,,,Cheep-Cheep Island
Pink Turbo Yoshi,,,,,Cheep-Cheep Island R/T
Pink Turbo Yoshi,,,,,Choco Mountain R/T
Pink Turbo Yoshi,,,,,Coconut Mall T
Pink Turbo Yoshi,,,,,Daisy Hills R
Pink Turbo Yoshi,,,,,Daisy Hills T
Pink Turbo Yoshi,,,,,Dino Dino Jungle T
Pink Turbo Yoshi,,,,,Frappe Snowland R/T
Pink Turbo Yoshi,,,,,Koopa Cape T
Pink Turbo Yoshi,,,,,Koopa Troopa Beach R
Pink Turbo Yoshi,,,,,Koopa Troopa Beach R/T
Pink Turbo Yoshi,,,,,London Loop 2R/T
Pink Turbo Yoshi,,,,,Los Angeles Laps 2
Pink Turbo Yoshi,,,,,Madrid Drive R/T
Pink Turbo Yoshi,,,,,Mario Raceway
Pink Turbo Yoshi,,,,,Mushroom Gorge R
Pink Turbo Yoshi,,,,,Neo Bowser City T
Pink Turbo Yoshi,,,,,New York Minute
Pink Turbo Yoshi,,,,,Paris Promenade 3R
Pink Turbo Yoshi,,,,,Paris Promenade R/T
Pink Turbo Yoshi,,,,,Peach Circuit R/T
Pink Turbo Yoshi,,,,,Peach Gardens
Pink Turbo Yoshi,,,,,Peach Gardens R/T
Pink Turbo Yoshi,,,,,Peach Gardens T
Pink Turbo Yoshi,,,,,Riverside Park
Pink Turbo Yoshi,,,,,Riverside Park R/T
Pink Turbo Yoshi,,,,,Rome Avanti 2R
Pink Turbo Yoshi,,,,,Royal Raceway
Pink Turbo Yoshi,,,,,Royal Raceway R/T
Pink Turbo Yoshi,,,,,Royal Raceway T
Pink Turbo Yoshi,,,,,Shroom Ridge R
Pink Turbo Yoshi,,,,,Shroom Ridge T
Pink Turbo Yoshi,,,,,Snow Land T
Pink Turbo Yoshi,,,,,Tokyo Blur 2R/T
Pink Turbo Yoshi,,,,,Tokyo Blur 3
Pink Turbo Yoshi,,,,,Vancouver Velocity 2R/T
Pink Turbo Yoshi,,,,,Vancouver Velocity 2T
Pink Turbo Yoshi,,,,,Vanilla Lake 2T
Pink Turbo Yoshi,,,,,Wii Rainbow Road R
Pink Turbo Yoshi,,,,,Wii Rainbow Road T
Pink Turbo Yoshi,,,,,Yoshi's Island T
Pink Wing,,,,Shy Guy Bazaar R,
Pink Wing,,,Mario Circuit 3T,,
Pink Wing,,,Yoshi Circuit,,
Pink Wing,,3DS Mario Circuit R/T,,,
Pink Wing,,SNES Rainbow Road R,,,
Pink Wing,3DS Mario Circuit,,,,
Pink Wing,3DS Mario Circuit T,,,,
Pink Wing,Amsterdam Drift R/T,,,,
Pink Wing,Los Angeles Laps,,,,
Pink Wing,Los Angeles Laps T,,,,
Pink Wing,Mario Circuit 3,,,,
Pink Wing,Mario Circuit 3R/T,,,,
Pink Wing,Paris Promenade 2,,,,
Pink Wing,RMX Mario Circuit 1,,,,
Pink Wing,RMX Mario Circuit 1R,,,,
Pink Wing,RMX Mario Circuit 1T,,,,
Pink Wing,Royal Raceway T,,,,
Pink Wing,Shy Guy Bazaar,,,,
Pink Wing,Shy Guy Bazaar T,,,,
Pink Wing,Tokyo Blur 2,,,,
Pink Wing,Tokyo Blur 2T,,,,
Pink Wing,Tokyo Blur 3,,,,
Pink Wing,Tokyo Blur 4T,,,,
Pink Wing,Tokyo Blur R/T,,,,
Pink Wing,,,,,3DS Mario Circuit R/T
Pink Wing,,,,,Daisy Cruiser R
Pink Wing,,,,,DK Summit
Pink Wing,,,,,Los Angeles Laps R
Pink Wing,,,,,Mario Circuit 3R
Pink Wing,,,,,Mario Circuit 3T
Pink Wing,,,,,Paris Promenade 2R
Pink Wing,,,,,Paris Promenade 2T
Pink Wing,,,,,Paris Promenade B
Pink Wing,,,,,Piranha Plant Pipeline T
Pink Wing,,,,,RMX Rainbow Road 2R
Pink Wing,,,,,Royal Raceway
Pink Wing,,,,,Royal Raceway R
Pink Wing,,,,,Shy Guy Bazaar R
Pink Wing,,,,,SNES Rainbow Road
Pink Wing,,,,,SNES Rainbow Road R
Pink Wing,,,,,Sydney Sprint R/T
Pink Wing,,,,,Sydney Sprint T
Pink Wing,,,,,Tokyo Blur 2R
Pink Wing,,,,,Tokyo Blur 3T
Pink Wing,,,,,Tokyo Blur 4R
Pink Wing,,,,,Tokyo Blur 4R/T
Pink Wing,,,,,Vanilla Lake 2T
Pink Wing,,,,,Yoshi Circuit
Pink Yoshi,,,RMX Rainbow Road 2T,,
Pink Yoshi,,Sunset Wilds R/T,,,
Pink Yoshi,3DS Mario Circuit,,,,
Pink Yoshi,Choco Island 2R/T,,,,
Pink Yoshi,Daisy Hills,,,,
Pink Yoshi,Dino Dino Jungle R,,,,
Pink Yoshi,Dino Dino Jungle T,,,,
Pink Yoshi,London Loop,,,,
Pink Yoshi,London Loop 3R,,,,
Pink Yoshi,London Loop R,,,,
Pink Yoshi,Los Angeles Laps 3,,,,
Pink Yoshi,Merry Mountain R,,,,
Pink Yoshi,Merry Mountain T,,,,
Pink Yoshi,Ninja Hideaway,,,,
Pink Yoshi,Royal Raceway,,,,
Pink Yoshi,Sunset Wilds R,,,,
Pink Yoshi,Sydney Sprint 2R/T,,,,
Pink Yoshi,Sydney Sprint R,,,,
Pink Yoshi,Yoshi Circuit R,,,,
Pink Yoshi,Yoshi Circuit R/T,,,,
Pink Yoshi,,,,,Cheep-Cheep Island T
Pink Yoshi,,,,,Cookie Land
Pink Yoshi,,,,,London Loop 3R/T
Pink Yoshi,,,,,Los Angeles Laps 2
Pink Yoshi,,,,,Maple Treeway R/T
Pink Yoshi,,,,,New York Minute 4
Pink Yoshi,,,,,New York Minute 4T
Pink Yoshi,,,,,Peach Circuit
Pink Yoshi,,,,,RMX Rainbow Road 2T
Pink Yoshi,,,,,Rock Rock Mountain R
Pink Yoshi,,,,,Royal Raceway R/T
Pink Yoshi,,,,,Singapore Speedway R
Pink Yoshi,,,,,Sunset Wilds R/T
Pink Yoshi,,,,,Sunset Wilds T
Pink Yoshi,,,,,Toad Circuit R
Pink Yoshi,,,,,Wario Shipyard T
Pink Yoshi,,,,,Yoshi Circuit
Pipe Buggy,,,Dino Dino Jungle R/T,,
Pipe Buggy,Waluigi Pinball R,,,,
Pipe Buggy,,,,,Athens Dash 2T
Pipe Buggy,,,,,Athens Dash 3R/T
Pipe Buggy,,,,,Dino Dino Jungle R
Pipe Buggy,,,,,Dino Dino Jungle R/T
Pipe Buggy,,,,,Dino Dino Jungle T
Pipe Buggy,,,,,DK Pass
Pipe Buggy,,,,,Lakeside Park T
Pipe Buggy,,,,,Luigi Circuit R/T
Pipe Buggy,,,,,Madrid Drive 2T
Pipe Buggy,,,,,Mushroom Bridge T
Pipe Buggy,,,,,RMX Choco Island 1R/T
Pipe Buggy,,,,,Twilight House
Pipe Buggy,,,,,Waluigi Pinball
Pipe Buggy,,,,,Waluigi Pinball R/T
Pipe Buggy,,,,,Waluigi Pinball T
Pipe Buggy,,,,,Wario Shipyard
Pipe Frame,,,Luigi's Mansion R/T,,
Pipe Frame,Mario Circuit 1R,,,,
Pipe Frame,,,,,Battle Course 1
Pipe Frame,,,,,Choco Island 1
Pipe Frame,,,,,Dino Dino Jungle
Pipe Frame,,,,,DS Mario Circuit R/T
Pipe Frame,,,,,Koopa Troopa Beach
Pipe Frame,,,,,Koopa Troopa Beach R
Pipe Frame,,,,,London Loop R
Pipe Frame,,,,,Luigi's Mansion R/T
Pipe Frame,,,,,Madrid Drive 3R
Pipe Frame,,,,,Maple Treeway
Pipe Frame,,,,,Mario Circuit 1
Pipe Frame,,,,,Mario Circuit 2
Pipe Frame,,,,,RMX Mario Circuit 1R/T
Pipe Frame,,,,,Squeaky Clean Sprint
Pipe Frame,,,,,Toad Circuit T
Piranha Pipes,,,,Piranha Plant Slide T,
Piranha Pipes,,,Bowser's Castle R,,
Piranha Pipes,,,Sky Garden R,,
Piranha Pipes,,Choco Island 2R,,,
Piranha Pipes,,Ghost Valley 1R/T,,,
Piranha Pipes,3DS Mario Circuit T,,,,
Piranha Pipes,Amsterdam Drift 2R,,,,
Piranha Pipes,Amsterdam Drift 2R/T,,,,
Piranha Pipes,Amsterdam Drift 3,,,,
Piranha Pipes,Athens Dash 2,,,,
Piranha Pipes,Battle Course 1,,,,
Piranha Pipes,Boo Lake R,,,,
Piranha Pipes,Bowser's Castle,,,,
Piranha Pipes,Bowser's Castle T,,,,
Piranha Pipes,Coconut Mall R/T,,,,
Piranha Pipes,Daisy Hills,,,,
Piranha Pipes,Donut Plains 1R/T,,,,
Piranha Pipes,Ghost Valley 2,,,,
Piranha Pipes,Kalimari Desert 2R,,,,
Piranha Pipes,Koopa Cape,,,,
Piranha Pipes,Koopa Cape T,,,,
Piranha Pipes,Koopa Troopa Beach R,,,,
Piranha Pipes,Lakeside Park T,,,,
Piranha Pipes,Mario Circuit 2R/T,,,,
Piranha Pipes,Mario Raceway,,,,
Piranha Pipes,New York Minute T,,,,
Piranha Pipes,Piranha Plant Cove,,,,
Piranha Pipes,Piranha Plant Cove 3,,,,
Piranha Pipes,Piranha Plant Pipeline R/T,,,,
Piranha Pipes,Piranha Plant Slide,,,,
Piranha Pipes,Piranha Plant Slide R/T,,,,
Piranha Pipes,RMX Bowser's Castle 1T,,,,
Piranha Pipes,Rosalina's Ice World R/T,,,,
Piranha Pipes,Singapore Speedway 2,,,,
Piranha Pipes,Singapore Speedway 2T,,,,
Piranha Pipes,Singapore Speedway 3,,,,
Piranha Pipes,Vancouver Velocity 2,,,,
Piranha Pipes,Vancouver Velocity 3R,,,,
Piranha Pipes,Yoshi Desert,,,,
Piranha Pipes,,,,,Amsterdam Drift 2
Piranha Pipes,,,,,Amsterdam Drift 3R/T
Piranha Pipes,,,,,Amsterdam Drift 3T
Piranha Pipes,,,,,Athens Dash 2T
Piranha Pipes,,,,,Boo Lake
Piranha Pipes,,,,,Boo Lake T
Piranha Pipes,,,,,Bowser's Castle 1R/T
Piranha Pipes,,,,,Bowser's Castle 3R/T
Piranha Pipes,,,,,Bowser's Castle R
Piranha Pipes,,,,,Choco Island 2R
Piranha Pipes,,,,,Daisy Circuit
Piranha Pipes,,,,,Daisy Cruiser T
Piranha Pipes,,,,,Daisy Hills R
Piranha Pipes,,,,,Donut Plains 1
Piranha Pipes,,,,,Donut Plains 2T
Piranha Pipes,,,,,Ghost Valley 1R/T
Piranha Pipes,,,,,Ghost Valley 2T
Piranha Pipes,,,,,Kalimari Desert 2
Piranha Pipes,,,,,Koopa Troopa Beach
Piranha Pipes,,,,,Koopa Troopa Beach T
Piranha Pipes,,,,,Mario Circuit 3R
Piranha Pipes,,,,,New York Minute 3
Piranha Pipes,,,,,Paris Promenade R/T
Piranha Pipes,,,,,Peach Circuit R
Piranha Pipes,,,,,Piranha Plant Cove 3R/T
Piranha Pipes,,,,,Piranha Plant Pipeline R
Piranha Pipes,,,,,Piranha Plant Slide R
Piranha Pipes,,,,,Piranha Plant Slide T
Piranha Pipes,,,,,RMX Bowser's Castle 1R
Piranha Pipes,,,,,Rome Avanti
Piranha Pipes,,,,,Rosalina's Ice World T
Piranha Pipes,,,,,Shroom Ridge R/T
Piranha Pipes,,,,,Shroom Ridge T
Piranha Pipes,,,,,Singapore Speedway 2R/T
Piranha Pipes,,,,,Sky Garden R
Piranha Pipes,,,,,Vancouver Velocity 3
Piranha Pipes,,,,,Vancouver Velocity 3R/T
Piranha Pipes,,,,,Vanilla Lake 1
Piranha Pipes,,,,,Yoshi Desert T
Piranha Plant Balloons,,,,Piranha Plant Slide T,
Piranha Plant Balloons,,,Bowser's Castle T,,
Piranha Plant Balloons,,,Choco Island 2R,,
Piranha Plant Balloons,,Ghost Valley 1R/T,,,
Piranha Plant Balloons,,Yoshi Circuit R,,,
Piranha Plant Balloons,Amsterdam Drift 2R/T,,,,
Piranha Plant Balloons,Amsterdam Drift 2T,,,,
Piranha Plant Balloons,Baby Park T,,,,
Piranha Plant Balloons,Bangkok Rush 2R/T,,,,
Piranha Plant Balloons,Bangkok Rush 3,,,,
Piranha Plant Balloons,Bangkok Rush R,,,,
Piranha Plant Balloons,Berlin Byways 3,,,,
Piranha Plant Balloons,Boo Lake R,,,,
Piranha Plant Balloons,Bowser Castle 3,,,,
Piranha Plant Balloons,Bowser's Castle,,,,
Piranha Plant Balloons,Bowser's Castle 3R,,,,
Piranha Plant Balloons,Bowser's Castle 3T,,,,
Piranha Plant Balloons,Donut Plains 2R,,,,
Piranha Plant Balloons,Donut Plains 3T,,,,
Piranha Plant Balloons,Dry Dry Ruins R,,,,
Piranha Plant Balloons,DS Mario Circuit R/T,,,,
Piranha Plant Balloons,Ghost Valley 2R,,,,
Piranha Plant Balloons,Koopa Cape R,,,,
Piranha Plant Balloons,Koopa Troopa Beach R/T,,,,
Piranha Plant Balloons,Luigi Raceway T,,,,
Piranha Plant Balloons,Madrid Drive R/T,,,,
Piranha Plant Balloons,New York Minute 2,,,,
Piranha Plant Balloons,New York Minute 2T,,,,
Piranha Plant Balloons,Paris Promenade 2R,,,,
Piranha Plant Balloons,Paris Promenade R,,,,
Piranha Plant Balloons,Peach Gardens,,,,
Piranha Plant Balloons,Peach Gardens T,,,,
Piranha Plant Balloons,Piranha Plant Cove,,,,
Piranha Plant Balloons,Piranha Plant Cove 3,,,,
Piranha Plant Balloons,Piranha Plant Pipeline R/T,,,,
